1728420145.324633,747.0
1728420145.334375,751.5
1728420145.34445,752.0999999999999
1728420145.354332,755.3000000000001
1728420145.364385,820.2
1728420145.374392,882.3
1728420145.384399,933.3000000000001
1728420145.394391,948.2
1728420145.404424,978.4000000000001
1728420145.414434,966.5999999999999
1728420145.424376,984.3
1728420145.434624,983.5
1728420145.444378,1005.2
1728420145.454568,997.1
1728420145.464323,1011.0
1728420145.474584,1003.0
1728420145.484426,1019.6999999999998
1728420145.494659,1011.3
1728420145.50437,1029.8000000000002
1728420145.514355,1019.6999999999999
1728420145.524406,1032.4
1728420145.534358,1018.8999999999999
1728420145.544465,1028.4
1728420145.554393,1023.5999999999999
1728420145.56446,1036.8
1728420145.574363,1023.7
1728420145.584422,1035.6999999999998
1728420145.594371,1034.8
1728420145.604366,1031.3
1728420145.61434,1029.0
1728420145.624671,1042.4
1728420145.634368,1024.4
1728420145.644672,1039.5
1728420145.654363,1033.5
1728420145.664417,1045.3
1728420145.674346,1031.3
1728420145.684452,1039.9
1728420145.694342,1040.5
1728420145.70442,1042.6
1728420145.714364,1047.0
1728420145.72443,1048.0
1728420145.734323,1033.1
1728420145.74443,1046.9
1728420145.754383,1027.8
1728420145.764428,1038.4
1728420145.774362,1032.1999999999998
1728420145.784387,1027.3999999999999
1728420145.79436,985.8000000000001
1728420145.80438,967.2
1728420145.814363,941.9
1728420145.824426,938.0
1728420145.834371,920.5999999999999
1728420145.844378,924.8
1728420145.85436,935.1999999999999
1728420145.864411,930.0
1728420145.874377,924.4000000000001
1728420145.884454,938.4
1728420145.894336,939.6999999999999
1728420145.904427,942.0
1728420145.914344,926.0999999999999
1728420145.924423,944.5
1728420145.934359,939.0
1728420145.944465,946.5
1728420145.95439,927.9
1728420145.964424,943.2
1728420145.974371,935.3
1728420145.984423,963.8000000000001
1728420145.994379,944.3
1728420146.004465,952.6000000000001
1728420146.014381,932.0
1728420146.02443,937.8
1728420146.034401,934.0
1728420146.044427,944.6
1728420146.054367,939.8
1728420146.064399,942.8
1728420146.07436,929.3
1728420146.084414,940.6
1728420146.094367,942.0999999999999
1728420146.104469,950.7
1728420146.114446,939.4000000000001
1728420146.124411,939.2
1728420146.13432,932.1999999999999
1728420146.14447,947.0
1728420146.154348,944.0000000000001
1728420146.164372,938.5
1728420146.174336,926.9000000000001
1728420146.184434,940.1
1728420146.194337,937.3000000000001
1728420146.204412,947.3000000000001
1728420146.214302,933.3
1728420146.224467,940.4000000000001
1728420146.234354,938.0000000000001
1728420146.244403,942.0
1728420146.254386,934.1
1728420146.264432,946.0999999999999
1728420146.274369,937.8999999999999
1728420146.284434,946.9000000000001
1728420146.294332,928.5999999999999
1728420146.304404,948.5
1728420146.314353,938.5999999999999
1728420146.32449,952.2
1728420146.33437,933.6
1728420146.344475,934.3
1728420146.35439,938.2
1728420146.364476,945.8000000000001
1728420146.374355,935.5999999999999
1728420146.384446,943.6
1728420146.394369,932.9999999999999
1728420146.404404,949.0
1728420146.414327,943.8
1728420146.42441,942.0
1728420146.434335,929.8
1728420146.444448,945.0000000000001
1728420146.454363,934.2
1728420146.46443,945.4
1728420146.474365,930.3
1728420146.484477,946.2
1728420146.494362,939.7
1728420146.504468,942.0
1728420146.514382,931.7
